problem_id,split,final_correct,num_turns,first_try_correct,recoveries,avg_confidence
q1,subset_20,False,3,False,False,0.10000000000000002
q2,subset_20,False,3,False,False,0.10000000000000002
q3,subset_20,False,3,False,False,0.10000000000000002
q4,subset_20,False,3,False,False,0.10000000000000002
q5,subset_20,False,3,False,False,0.10000000000000002
q6,subset_20,False,3,False,False,0.10000000000000002
q7,subset_20,False,3,False,False,0.10000000000000002
q8,subset_20,False,3,False,False,0.10000000000000002
q9,subset_20,False,3,False,False,0.10000000000000002
q10,subset_20,False,3,False,False,0.10000000000000002
q11,subset_20,False,3,False,False,0.10000000000000002
q12,subset_20,False,3,False,False,0.10000000000000002
q13,subset_20,False,3,False,False,0.10000000000000002
q14,subset_20,False,3,False,False,0.10000000000000002
q15,subset_20,False,3,False,False,0.10000000000000002
q16,subset_20,False,3,False,False,0.10000000000000002
q17,subset_20,False,3,False,False,0.10000000000000002
q18,subset_20,False,3,False,False,0.10000000000000002
q19,subset_20,False,3,False,False,0.10000000000000002
q20,subset_20,False,3,False,False,0.10000000000000002
q1,subset_100,False,3,False,False,0.10000000000000002
q2,subset_100,False,3,False,False,0.10000000000000002
q3,subset_100,False,3,False,False,0.10000000000000002
q4,subset_100,False,3,False,False,0.10000000000000002
q5,subset_100,False,3,False,False,0.10000000000000002
q6,subset_100,False,3,False,False,0.10000000000000002
q7,subset_100,False,3,False,False,0.10000000000000002
q8,subset_100,False,3,False,False,0.10000000000000002
q9,subset_100,False,3,False,False,0.10000000000000002
q10,subset_100,False,3,False,False,0.10000000000000002
q11,subset_100,False,3,False,False,0.10000000000000002
q12,subset_100,False,3,False,False,0.10000000000000002
q13,subset_100,False,3,False,False,0.10000000000000002
q14,subset_100,False,3,False,False,0.10000000000000002
q15,subset_100,False,3,False,False,0.10000000000000002
q16,subset_100,False,3,False,False,0.10000000000000002
q17,subset_100,False,3,False,False,0.10000000000000002
q18,subset_100,False,3,False,False,0.10000000000000002
q19,subset_100,False,3,False,False,0.10000000000000002
q20,subset_100,False,3,False,False,0.10000000000000002
q21,subset_100,False,3,False,False,0.10000000000000002
q22,subset_100,False,3,False,False,0.10000000000000002
q23,subset_100,False,3,False,False,0.10000000000000002
q24,subset_100,False,3,False,False,0.10000000000000002
q25,subset_100,False,3,False,False,0.10000000000000002
q26,subset_100,False,3,False,False,0.10000000000000002
q27,subset_100,False,3,False,False,0.10000000000000002
q28,subset_100,False,3,False,False,0.10000000000000002
q29,subset_100,False,3,False,False,0.10000000000000002
q30,subset_100,False,3,False,False,0.10000000000000002
q31,subset_100,False,3,False,False,0.10000000000000002
q32,subset_100,False,3,False,False,0.10000000000000002
q33,subset_100,False,3,False,False,0.10000000000000002
q34,subset_100,False,3,False,False,0.10000000000000002
q35,subset_100,False,3,False,False,0.10000000000000002
q36,subset_100,False,3,False,False,0.10000000000000002
q37,subset_100,False,3,False,False,0.10000000000000002
q38,subset_100,False,3,False,False,0.10000000000000002
q39,subset_100,False,3,False,False,0.10000000000000002
q40,subset_100,False,3,False,False,0.10000000000000002
q41,subset_100,False,3,False,False,0.10000000000000002
q42,subset_100,False,3,False,False,0.10000000000000002
q43,subset_100,False,3,False,False,0.10000000000000002
q44,subset_100,False,3,False,False,0.10000000000000002
q45,subset_100,False,3,False,False,0.10000000000000002
q46,subset_100,False,3,False,False,0.10000000000000002
q47,subset_100,False,3,False,False,0.10000000000000002
q48,subset_100,False,3,False,False,0.10000000000000002
q49,subset_100,False,3,False,False,0.10000000000000002
q50,subset_100,False,3,False,False,0.10000000000000002
q51,subset_100,False,3,False,False,0.10000000000000002
q52,subset_100,False,3,False,False,0.10000000000000002
q53,subset_100,False,3,False,False,0.10000000000000002
q54,subset_100,False,3,False,False,0.10000000000000002
q55,subset_100,False,3,False,False,0.10000000000000002
q56,subset_100,False,3,False,False,0.10000000000000002
q57,subset_100,False,3,False,False,0.10000000000000002
q58,subset_100,False,3,False,False,0.10000000000000002
q59,subset_100,False,3,False,False,0.10000000000000002
q60,subset_100,False,3,False,False,0.10000000000000002
q61,subset_100,False,3,False,False,0.10000000000000002
q62,subset_100,False,3,False,False,0.10000000000000002
q63,subset_100,False,3,False,False,0.10000000000000002
q64,subset_100,False,3,False,False,0.10000000000000002
q65,subset_100,False,3,False,False,0.10000000000000002
q66,subset_100,False,3,False,False,0.10000000000000002
q67,subset_100,False,3,False,False,0.10000000000000002
q68,subset_100,False,3,False,False,0.10000000000000002
