problem_id,dataset,model,provider,temperature,question,reference_answer,final_answer,final_accuracy,total_turns,initial_accuracy,improvement,reasoning_trace_files,templates_used,biases_detected,final_confidence,experiment_config
mathbench_1,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 1,Sample math answer 1,1,1,1,1,0,reasoning_traces/math/mathbench_1/turn_0_reasoning.txt,,Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_2,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 2,Sample math answer 2,2,1,1,1,0,reasoning_traces/math/mathbench_2/turn_0_reasoning.txt,,Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_3,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 3,Sample math answer 3,11,0,3,0,0,reasoning_traces/math/mathbench_3/turn_0_reasoning.txt|reasoning_traces/math/mathbench_3/turn_1_reasoning.txt|reasoning_traces/math/mathbench_3/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_4,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 4,Sample math answer 4,48,0,3,0,0,reasoning_traces/math/mathbench_4/turn_0_reasoning.txt|reasoning_traces/math/mathbench_4/turn_1_reasoning.txt|reasoning_traces/math/mathbench_4/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_5,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 5,Sample math answer 5,48,0,3,0,0,reasoning_traces/math/mathbench_5/turn_0_reasoning.txt|reasoning_traces/math/mathbench_5/turn_1_reasoning.txt|reasoning_traces/math/mathbench_5/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_6,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 6,Sample math answer 6,48,0,3,0,0,reasoning_traces/math/mathbench_6/turn_0_reasoning.txt|reasoning_traces/math/mathbench_6/turn_1_reasoning.txt|reasoning_traces/math/mathbench_6/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_7,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 7,Sample math answer 7,7,1,1,1,0,reasoning_traces/math/mathbench_7/turn_0_reasoning.txt,,Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_8,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 8,Sample math answer 8,8,1,3,0,1,reasoning_traces/math/mathbench_8/turn_0_reasoning.txt|reasoning_traces/math/mathbench_8/turn_1_reasoning.txt|reasoning_traces/math/mathbench_8/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_9,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 9,Sample math answer 9,20,0,3,0,0,reasoning_traces/math/mathbench_9/turn_0_reasoning.txt|reasoning_traces/math/mathbench_9/turn_1_reasoning.txt|reasoning_traces/math/mathbench_9/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_10,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 10,Sample math answer 10,11,0,3,0,0,reasoning_traces/math/mathbench_10/turn_0_reasoning.txt|reasoning_traces/math/mathbench_10/turn_1_reasoning.txt|reasoning_traces/math/mathbench_10/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_11,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 11,Sample math answer 11,11,1,1,1,0,reasoning_traces/math/mathbench_11/turn_0_reasoning.txt,,Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_12,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 12,Sample math answer 12,12,1,2,0,1,reasoning_traces/math/mathbench_12/turn_0_reasoning.txt|reasoning_traces/math/mathbench_12/turn_1_reasoning.txt,devils_advocate_v1,Confirmation|Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_13,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 13,Sample math answer 13,36,0,3,0,0,reasoning_traces/math/mathbench_13/turn_0_reasoning.txt|reasoning_traces/math/mathbench_13/turn_1_reasoning.txt|reasoning_traces/math/mathbench_13/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_14,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 14,Sample math answer 14,-1,0,3,0,0,reasoning_traces/math/mathbench_14/turn_0_reasoning.txt|reasoning_traces/math/mathbench_14/turn_1_reasoning.txt|reasoning_traces/math/mathbench_14/turn_2_reasoning.txt,devils_advocate_v1|devils_advocate_v1,Confirmation|Confirmation|Confirmation,0.6,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
mathbench_15,mathbench_sample_100.csv,gpt-4o,openai,0.2,Sample math problem 15,Sample math answer 15,15,1,1,1,0,reasoning_traces/math/mathbench_15/turn_0_reasoning.txt,,Anchoring,0.65,"{""dataset_name"": ""mathbench_sample_100.csv"", ""model"": ""gpt-4o"", ""provider"": ""openai"", ""temperature"": 0.2, ""max_turns"": 3, ""experiment_id"": ""main_run""}"
